,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,X_res,Y_res,ppi,IPS,Touchscreen,HDD,SSD,Hybrid,Flash_Storage
994,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.68,79041,1920,1080,165.63,0,1,0,256,0,0
995,Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.4,102246,3200,1800,276.05,0,0,0,256,0,0
996,HP,Ultrabook,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.11,119940,1920,1080,165.63,1,1,0,256,0,0
997,Acer,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Windows 10,2.4,33786,1366,768,100.45,0,0,500,0,0,0
998,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.5,159949,1920,1080,141.21,0,0,1,256,0,0
999,HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.48,185733,1920,1080,157.35,0,0,0,512,0,0
1000,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,112027,1920,1080,141.21,1,0,1,128,0,0
1001,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.34,105714,1920,1080,165.63,1,0,0,256,0,0
1002,Dell,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.18,48634,1366,768,100.45,0,0,0,128,0,0
1003,HP,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.64,69261,1366,768,111.94,0,0,500,0,0,0
1004,Toshiba,Notebook,13.3,Full HD 1920x1080,Intel Core i5,4,128GB SSD,Intel HD,Windows 10,1.2,106247,1920,1080,165.63,0,0,0,128,0,0
1005,HP,Notebook,14.0,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,97800,1366,768,111.94,0,0,0,256,0,0
1006,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.95,107137,1920,1080,157.35,0,0,0,256,0,0
1007,HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.43,128831,1920,1080,157.35,0,0,0,256,0,0
1008,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,93290,1920,1080,157.35,0,0,0,256,0,0
1009,HP,Notebook,14.0,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.64,60814,1366,768,111.94,0,0,500,0,0,0
1010,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5,8,1.0TB Hybrid,Nvidia GeForce,Windows 10,2.65,84376,1920,1080,141.21,0,0,0,0,10,0
1011,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.26,136832,1920,1080,176.23,0,0,500,0,0,0
1012,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.48,141367,1920,1080,157.35,0,0,0,256,0,0
1013,HP,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.54,167792,1920,1080,157.35,0,0,0,256,0,0
1014,HP,Notebook,13.3,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,1.49,71128,1366,768,117.83,0,0,500,0,0,0
1015,Toshiba,Notebook,13.3,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.5,107581,1366,768,117.83,0,0,0,256,0,0
1016,HP,Notebook,15.6,1366x768,Intel Core i3,4,256GB SSD,Intel HD,Windows 10,2.04,68460,1366,768,100.45,0,0,0,256,0,0
1017,Lenovo,Notebook,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,16,512GB SSD,Nvidia Quadro,Windows 7,2.4,263885,3840,2160,254.67,1,0,0,512,0,0
1018,Toshiba,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.47,132476,1920,1080,157.35,1,0,0,256,0,0
1019,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.43,198180,1920,1080,157.35,0,0,0,256,0,0
1020,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.08,70771,1920,1080,141.21,1,1,1,0,0,0
1021,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.2,141367,1920,1080,165.63,0,0,0,256,0,0
1022,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.11,102158,1920,1080,165.63,1,0,0,256,0,0
1023,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,1.64,105397,1920,1080,157.35,0,0,0,256,0,0
1024,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,500GB HDD,Intel HD,Windows 10,2.09,93039,1920,1080,141.21,0,0,500,0,0,0
1025,HP,Ultrabook,12.5,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.26,138611,1366,768,125.37,0,0,0,256,0,0
1026,HP,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,105714,1366,768,111.94,0,0,500,0,0,0
1027,HP,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.95,94245,1366,768,111.94,0,0,500,0,0,0
1028,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.29,144390,3200,1800,276.05,0,1,0,256,0,0
1029,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.63,96023,1920,1080,127.34,0,0,0,256,0,0
1030,HP,Notebook,14.0,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,1.64,86509,1366,768,111.94,0,0,0,256,0,0
1031,Acer,Notebook,15.6,1366x768,AMD A-Series,6,1TB HDD,AMD Radeon,Windows 10,2.1,36364,1366,768,100.45,0,0,1,0,0,0
1032,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,105963,1920,1080,127.34,0,0,1,128,0,0
1033,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.95,106247,1920,1080,157.35,0,0,0,256,0,0
1034,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,109270,1920,1080,141.21,0,0,0,256,0,0
1035,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.26,119940,1920,1080,176.23,0,0,0,256,0,0
1036,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.04,65971,1366,768,100.45,0,0,500,0,0,0
1037,Toshiba,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.47,153370,1920,1080,157.35,1,0,0,256,0,0
1038,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,2.09,94507,1920,1080,141.21,0,0,0,256,0,0
1039,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.64,89844,1920,1080,157.35,0,0,0,256,0,0
1040,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,4,256GB SSD,Intel HD,Windows 10,1.8,75307,1920,1080,141.21,1,1,0,256,0,0
1042,Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD,Nvidia GeForce,Windows 10,2.4,126697,1920,1080,141.21,1,0,0,256,0,0
1043,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,93320,1920,1080,141.21,0,0,0,256,0,0
1044,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,1.54,88910,1920,1080,157.35,0,0,500,0,0,0
1045,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD +  500GB HDD,Intel HD,Windows 10,1.84,187008,1920,1080,141.21,0,0,500,256,0,0
1046,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,130609,1920,1080,157.35,0,0,0,256,0,0
1047,MSI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,137423,1920,1080,127.34,1,0,1,256,0,0
1048,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.6,203603,1920,1080,127.34,1,0,1,128,0,0
1049,Asus,Netbook,11.6,1366x768,Other Intel Processor,4,16GB Flash Storage,Intel HD,Chrome OS,1.2,25597,1366,768,135.09,0,0,0,0,0,16
1050,Lenovo,Notebook,14.0,IPS Panel 2560x1440,Intel Core i7,16,256GB SSD,Intel HD,Windows 7,1.1,232944,2560,1440,209.8,1,0,0,256,0,0
1051,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,1.91,87043,1920,1080,141.21,1,0,1,0,0,0
1052,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.3,97268,1920,1080,141.21,1,1,0,256,0,0
1053,HP,Notebook,15.6,1366x768,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.04,87043,1366,768,100.45,0,0,0,256,0,0
1054,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7,16,1TB SSD,Intel HD,Windows 10,1.2,200403,3200,1800,276.05,0,1,0,1,0,0
1055,HP,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.31,62695,1366,768,100.45,0,0,500,0,0,0
1056,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,No OS,1.96,44366,1366,768,100.45,0,0,500,0,0,0
1057,Acer,Notebook,15.6,1366x768,AMD A-Series,8,1TB HDD,AMD Radeon,Windows 10,2.4,39921,1366,768,100.45,0,0,1,0,0,0
1058,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,12,256GB SSD,Intel HD,Windows 10,1.6,115494,1920,1080,165.63,1,1,0,256,0,0
1059,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.94,161727,1920,1080,141.21,0,0,1,256,0,0
1060,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,2.04,95134,1920,1080,141.21,0,0,0,256,0,0
1061,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,1TB HDD,Nvidia GeForce,No OS,4.0,88732,1920,1080,127.34,1,0,1,0,0,0
1062,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,1TB HDD,Intel HD,Windows 10,2.25,49701,1920,1080,141.21,0,0,1,0,0,0
1063,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,2TB HDD,AMD Radeon,Windows 10,2.32,88020,1920,1080,141.21,0,0,2,0,0,0
1064,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,1.8,171507,1920,1080,141.21,0,0,1,256,0,0
1065,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.29,129631,1920,1080,165.63,0,0,0,256,0,0
1066,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,64,1TB SSD,Nvidia GeForce,Windows 10,3.58,353417,1920,1080,127.34,1,0,0,1,0,0
1067,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.62,70951,1920,1080,165.63,0,1,0,256,0,0
1068,Dell,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.21,118161,3840,2160,282.42,0,0,1,256,0,0
1070,Dell,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 10,2.06,42853,1366,768,100.45,0,0,500,0,0,0
1071,HP,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.31,106603,1366,768,100.45,0,0,500,0,0,0
1072,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,106603,1920,1080,176.23,0,0,0,256,0,0
1073,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.49,96912,1920,1080,165.63,0,0,0,256,0,0
1074,Lenovo,Ultrabook,12.5,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.3,152346,1920,1080,176.23,1,1,0,256,0,0
1075,Lenovo,Notebook,17.3,1600x900,Intel Core i5,8,1.0TB HDD,AMD Radeon,Windows 10,3.0,58592,1600,900,106.11,0,0,10,0,0,0
1076,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.3,86865,1920,1080,141.21,1,0,1,0,0,0
1077,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,222186,1920,1080,127.34,0,0,1,256,0,0
1078,Lenovo,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Windows 10,2.1,48011,1366,768,100.45,0,0,500,0,0,0
1079,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,2.31,83575,1920,1080,141.21,0,0,500,0,0,0
1080,Lenovo,Ultrabook,12.5,IPS Panel Touchscreen 2560x1440,Other Intel Processor,8,512GB SSD,Intel HD,Windows 10,0.99,124385,2560,1440,234.98,1,1,0,512,0,0
1081,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,32,512GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,288068,1920,1080,127.34,1,0,0,512,10,0
1083,HP,Ultrabook,13.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.3,182177,3840,2160,331.26,1,0,0,512,0,0
1084,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,2.18,66682,1920,1080,141.21,0,0,0,256,0,0
1085,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,4,500GB HDD,Intel HD,Windows 7,1.54,91665,1920,1080,157.35,0,0,500,0,0,0
1086,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,AMD FirePro,Windows 7,1.9,132920,1920,1080,141.21,0,0,0,256,0,0
1087,Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,180GB SSD,Intel HD,Windows 7,1.7,106603,1920,1080,157.35,0,0,0,180,0,0
1088,HP,Notebook,13.3,Quad HD+ 3200x1800,Other Intel Processor,4,32GB Flash Storage,Intel HD,Chrome OS,1.29,54680,3200,1800,276.05,0,0,0,0,0,32
1089,Acer,Notebook,15.6,1366x768,AMD A-Series,4,500GB HDD,AMD Radeon,Windows 10,2.4,34408,1366,768,100.45,0,0,500,0,0,0
1090,Dell,Notebook,15.6,1366x768,Other Intel Processor,4,500GB HDD,Intel HD,Linux,2.2,34985,1366,768,100.45,0,0,500,0,0,0
1091,HP,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.86,30762,1366,768,100.45,0,0,1,0,0,0
1092,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,142167,1920,1080,127.34,1,0,1,256,0,0
1093,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5,4,256GB SSD,AMD Radeon,Windows 10,1.4,72759,1920,1080,165.63,1,0,0,256,0,0
1094,HP,Netbook,12.5,1366x768,Intel Core i5,4,128GB SSD,Intel HD,Windows 7,2.4,142167,1366,768,125.37,0,0,0,128,0,0
1095,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,71039,1920,1080,141.21,0,0,1,256,0,0
1096,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.36,56796,1920,1080,141.21,0,0,1,0,0,0
1097,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.6,142167,1920,1080,127.34,0,0,0,256,0,0
1098,HP,Notebook,15.6,1366x768,Other Intel Processor,4,1TB HDD,Intel HD,Windows 10,1.96,44455,1366,768,100.45,0,0,1,0,0,0
1099,Asus,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,4.3,204404,1920,1080,127.34,1,0,1,128,0,0
1100,Dell,Ultrabook,12.5,1366x768,Intel Core i3,4,500GB HDD,Intel HD,Windows 7,1.5,100926,1366,768,125.37,0,0,500,0,0,0
1101,Dell,Ultrabook,12.5,1366x768,Intel Core i3,4,128GB SSD,Intel HD,Windows 7,1.5,103755,1366,768,125.37,0,0,0,128,0,0
1102,Acer,Notebook,15.6,1366x768,Other Intel Processor,4,16GB SSD,Intel HD,Chrome OS,2.2,18582,1366,768,100.45,0,0,0,16,0,0
1103,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,8,1TB HDD,AMD FirePro,Windows 7,3.0,257750,1920,1080,127.34,1,0,1,0,0,0
1104,Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce,Windows 10,2.4,106603,1920,1080,141.21,0,0,0,512,0,0
1105,Dell,Ultrabook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.5,125639,1366,768,125.37,0,0,0,256,0,0
1106,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.9,134360,1920,1080,127.34,0,0,1,128,0,0
1107,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5,4,256GB SSD,Intel HD,Windows 10,2.1,77085,1920,1080,141.21,1,1,0,256,0,0
1108,HP,Notebook,15.6,Full HD 1920x1080,AMD A-Series,4,1TB HDD,AMD Radeon,Windows 10,2.1,35386,1920,1080,141.21,0,0,1,0,0,0
1109,Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.59,119050,1920,1080,141.21,1,0,1,128,0,0
1110,HP,Notebook,13.3,Quad HD+ / Touchscreen 3200x1800,Other Intel Processor,8,256GB SSD,Intel HD,Windows 10,1.16,151058,3200,1800,276.05,0,1,0,256,0,0
1111,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,AMD Radeon,Windows 7,2.24,68385,1366,768,100.45,0,0,500,0,0,0
1112,Lenovo,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,Intel HD,Windows 10,2.1,38142,1366,768,100.45,0,0,0,128,0,0
1113,HP,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7,8,512GB SSD,Intel HD,Windows 10,1.16,175064,1920,1080,165.63,0,0,0,512,0,0
1115,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel Iris,Windows 10,1.23,122607,1920,1080,165.63,0,0,0,256,0,0
1116,Lenovo,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce,Windows 10,4.6,244502,1920,1080,127.34,1,0,0,256,10,0
1118,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,1.05,197914,1920,1080,165.63,0,0,0,512,0,0
1119,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.52,116693,1920,1080,127.34,0,0,1,128,0,0
1121,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.16,150258,1920,1080,165.63,0,0,0,256,0,0
1122,HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.43,134521,1920,1080,157.35,0,0,0,256,0,0
1123,Dell,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD,Linux,2.09,46556,1366,768,100.45,0,0,500,0,0,0
1124,Asus,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD,Windows 10,2.0,38676,1366,768,100.45,0,0,1,0,0,0
1125,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.8,148391,1920,1080,157.35,1,1,0,256,0,0
1127,HP,Ultrabook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.26,168484,1366,768,125.37,0,0,0,256,0,0
1128,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,No OS,2.4,87932,1920,1080,141.21,1,0,1,128,0,0
1129,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.35,100379,1920,1080,127.34,1,0,1,128,0,0
1130,HP,Notebook,15.6,1366x768,Intel Core i7,8,2TB HDD,Intel HD,Windows 10,2.04,55924,1366,768,100.45,0,0,2,0,0,0
1131,Lenovo,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7,8,512GB SSD,Nvidia Quadro,Windows 7,1.8,182299,1920,1080,157.35,1,1,0,512,0,0
1132,Asus,Notebook,14.0,1366x768,Other Intel Processor,4,32GB Flash Storage,Intel HD,Windows 10,1.5,24717,1366,768,111.94,0,0,0,0,0,32
1133,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.84,66860,1920,1080,141.21,0,0,0,256,0,0
1134,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce,Windows 10,2.23,54769,1920,1080,141.21,0,0,1,0,0,0
1135,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7,16,1.0TB Hybrid,AMD Radeon,Windows 10,2.5,97712,1920,1080,141.21,0,0,0,0,10,0
1136,HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,3.0,351141,1920,1080,127.34,1,0,0,256,0,0
1137,Dell,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,AMD Radeon,Windows 10,2.5,69705,1366,768,100.45,0,0,1,0,0,0
1138,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,3.78,213295,1920,1080,127.34,0,0,1,256,0,0
1139,HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.88,193088,1920,1080,141.21,0,0,0,256,0,0
1140,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7,16,512GB SSD,Intel HD,Windows 10,2.8,216940,2560,1440,209.8,1,1,0,512,0,0
1141,MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.4,101606,1920,1080,141.21,0,0,1,128,0,0
1142,HP,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 10,1.48,144834,1920,1080,165.63,0,1,0,256,0,0
1143,HP,Workstation,15.6,IPS Panel Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.59,198180,1920,1080,141.21,1,0,0,256,0,0
1144,HP,2 in 1 Convertible,13.3,Touchscreen 2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.48,159949,2560,1440,220.84,0,1,0,256,0,0
1145,HP,Workstation,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro,Windows 7,2.0,168840,1920,1080,141.21,0,0,0,256,0,0
1146,HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Intel HD,Windows 7,1.26,204222,1920,1080,176.23,0,0,0,256,0,0
1147,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce,Windows 10,2.18,89790,1920,1080,141.21,0,0,0,256,0,0
1148,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,256GB SSD,Intel HD,Windows 7,1.88,140389,1920,1080,141.21,0,0,0,256,0,0
1149,Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7,8,256GB SSD,Intel HD,Windows 10,1.27,207960,2560,1440,209.8,1,1,0,256,0,0
1150,Lenovo,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD,No OS,1.9,30140,1366,768,100.45,0,0,1,0,0,0
1151,HP,Notebook,15.6,1366x768,AMD E-Seies,4,500GB HDD,AMD Radeon,Windows 10,1.86,26406,1366,768,100.45,0,0,500,0,0,0
1152,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5,8,1TB HDD,AMD Radeon,No OS,2.32,53257,1920,1080,141.21,0,0,1,0,0,0
1153,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce,Windows 10,2.62,106603,1920,1080,141.21,0,0,1,0,0,0
1154,Dell,Notebook,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i5,8,256GB SSD,Nvidia GeForce,Windows 10,2.04,200108,3840,2160,282.42,1,1,0,256,0,0
1155,HP,Notebook,15.6,Full HD 1920x1080,AMD A-Series,4,256GB SSD,AMD Radeon,Windows 10,1.91,42578,1920,1080,141.21,0,0,0,256,0,0
1156,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce,Windows 10,2.7,132725,1920,1080,127.34,0,0,1,256,0,0
